Transcript/RepeatID (cmd=analyzeRepeats.pl rna mm10 -count exons -condenseGenes -raw -d sgNT_rep1_S65/ sgNT_rep2_S66/ sgArid1a_rep1_S67/ sgArid1a_rep2_S68) (cmd=getDiffExpression.pl sgArid1a_nostim_raw.txt -edgeR -simpleNorm -dispersion 0.05 sgNT sgNT sgARID1A sgARID1A -export diff -log2fold .585)	chr	start	end	strand	Length	Copies	Annotation/Divergence	sgNT_rep1_S65/ (28413949.0 total)	sgNT_rep2_S66/ (31159073.0 total)	sgArid1a_rep1_S67/ (29840911.0 total)	sgArid1a_rep2_S68 (27904258.0 total)	sgARID1A vs. sgNT Log2 Fold Change	sgARID1A vs. sgNT p-value	sgARID1A vs. sgNT adj. p-value
NM_134020	chr11	6270714	6274837	-	1618.0	1	Tmed4|1110014L17Rik|AI326346|-|11|11 A1|protein-coding	3616.73	3669.82	3704.10	3749.44	0.0433695658851427	0.323649218429038	1
NM_153552	chr18	9958180	9995484	+	3832.0	1	Thoc1|3110002N20Rik|AW107452|NMP-84|-|18|18 A1|protein-coding	1500.74	1449.53	1441.85	1416.41	-0.0339311725591967	0.535743151668498	1
NM_001011811	chr7	108211583	108212527	-	943.0	1	Olfr487|MOR204-29P|MOR204-31P|Olfr1538-ps1|-|7|7 E3|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NR_030483	chr5	136991433	136991541	+	108.0	1	Mir702|Mirn702|mir-702|mmu-mir-702|-|5 G2|5|ncRNA	41.57	43.19	34.31	44.10	-0.107804730052512	0.714333371636524	1
NR_126545	chrY	206150	207789	+	601.0	2	1700020D14Rik|-|-|Ypter|Y|ncRNA	0.00	0.00	0.00	0.00	0	1	1
NM_001081476	chrX	70545558	70546385	+	825.0	1	Gm14725|OTTMUSG00000017827|-|X A7.2|X|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_026921	chr13	59755415	59769789	-	1909.0	1	Isca1|1810010A06Rik|Hbld2|-|13|13 B2|protein-coding	756.60	743.54	688.09	685.63	-0.115622298817011	0.0936499067170879	0.783523623308253
NM_001081096	chr4	86444698	86558303	-	1829.0	1	Saxo1|4930500O09Rik|Fam154a|-|4|4 C4|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_001078649	chr19	4125960	4132307	+	1507.0	1	Tmem134|2410001H17Rik|AI463452|-|19|19 A|protein-coding	915.61	869.34	943.91	895.62	0.056195501147254	0.395786680892743	1
NM_013771	chr2	23156505	23199260	+	4550.0	1	Yme1l1|FtsH1|Ftsh|-|2|2 A3|protein-coding	3802.76	3804.07	3864.85	3544.70	-0.0263738583254656	0.571122249855214	1
NM_001033532	chr18	25169020	25467321	+	5338.0	1	AW554918|4921538P22|AI461742|Kiaa1328|mKIAA1328|-|18|18 A2|protein-coding	215.13	203.72	176.43	188.99	-0.185665103365384	0.119637246609168	0.877590170418281
NM_018773	chr6	51859165	52012549	-	1624.0	1	Skap2|2610021A10Rik|AA960083|BB137539|RA70|SKAP-HOM|Saps|Scap2|mSKAP55R|-|6|6 B3|protein-coding	3182.31	3415.40	3247.34	3206.61	-0.0215364760903881	0.6541437121456	1
NM_027778	chr1	83060930	83061921	+	989.0	1	Krtap28-13|5530401N06Rik|-|1|1 C5|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_175029	chr4	99193934	99259787	+	3165.0	1	Atg4c|Apg4-C|Apg4c|Atg4cl|Autl1|-|4|4 C6|protein-coding	337.77	334.22	348.94	301.34	-0.0336819976428416	0.735389671784972	1
NM_010405	chr11	32276600	32278115	+	595.0	1	Hba-x|AI450015|Hbz|-|11 A4|11 18.86 cM|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_145436	chr11	104502526	104550620	-	5760.0	1	Cdc27|AI452358|APC3|BC023187|-|11 E1|11 67.79 cM|protein-coding	4327.61	4197.43	3924.64	4140.03	-0.0692118805995365	0.120850134185811	0.881329150078108
NM_145960	chr14	79397772	79423650	+	1849.0	1	Mtrf1|A830062K05Rik|MtRF-1|-|14|14 D3|protein-coding	246.31	235.64	269.55	240.44	0.0956884158347931	0.387749729482944	1
NM_001077591	chr7	44943240	44958037	+	1819.0	1	Tsks|Stk22s1|Tssks1|-|7|7 B3|protein-coding	0.00	0.00	0.00	1.05	2.3426325900233	0.999999999999998	1
NM_001008426	chr1	153874345	153876871	+	2524.0	1	Teddm1b|EG433365|Gm5531|-|1|1 G3|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_053225	chr6	90107275	90108207	+	931.0	1	Vmn1r50|V1RA5|V1rb1|VN2|-|6|6 D1|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_027895	chr9	57589452	57596233	+	2808.0	1	Ulk3|1200015E14Rik|-|9|9 B|protein-coding	498.86	505.08	502.83	536.53	0.0595815328343163	0.45843887678646	1
NM_146580	chr2	85849420	85850498	+	1076.0	1	Olfr1020|MOR201-2|-|2|2 D|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_009161	chr11	94962777	94976327	-	1725.0	1	Sgca|50DAG|Asg|-|11|11 D|protein-coding	14.55	9.39	10.78	6.30	-0.44448582645518	0.374563210082675	1
NM_207022	chr6	23969161	23970060	-	898.0	1	Tas2r118|Gm465|T2R18|Tas2r16|Tas2r18|mGR18|mt2r40|-|6|6 A3.1|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_018743	chr8	23172946	23208453	-	3929.0	1	Gpat4|AU041707|AW545732|Agpat6|Tsarg7|-|8|8 A2|protein-coding	4000.23	3956.15	3945.23	4184.13	0.041679073985432	0.350503842148445	1
NM_178936	chr3	121202010	121263316	-	6212.0	1	Tmem56|4930577M16Rik|AU018104|AW109744|C730036B01Rik|-|3|3 G1|protein-coding	1205.58	1148.17	846.88	868.32	-0.445036305803158	4.92112989743991e-13	7.59432479833227e-11
NM_147093	chr7	102702323	102712054	+	2919.0	1	Olfr558|MOR18-1|POGR|-|7|7 E3|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_178185	chr13	21810467	21810918	+	449.5	2	Hist1h2ap|ENSMUSG00000060262|Gm11276|OTTMUSG00000000448|-|13|13 A3.1|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_054042	chr19	5068078	5070639	+	2559.0	1	Cd248|2610111G01Rik|AI842296|Cd164l1|Tem1|-|19|19 A|protein-coding	29.10	30.04	34.31	40.95	0.352252412590933	0.221101741058149	1
NM_001099288	chr11	65002039	65162961	-	4000.0	1	Arhgap44|6330543G20|AI840762|AU040829|AW493732|Rich2|-|11|11 B3|protein-coding	10.39	7.51	8.82	1.05	-0.786924205846391	0.208133895068498	1
NM_019866	chr7	44525995	44532071	-	2778.0	1	Spib|Spi-B|-|7 B3|7 28.83 cM|protein-coding	6.24	6.57	5.88	3.15	-0.46974073997283	0.534590030149423	1
NM_009741	chr1	106538176	106714290	-	7205.0	1	Bcl2|AW986256|Bcl-2|C430015F12Rik|D630044D05Rik|D830018M01Rik|-|1 E2.1|1 49.76 cM|protein-coding	655.79	636.51	544.98	635.23	-0.121577015895621	0.121521414376562	0.881433936924598
NM_010079	chr18	20310873	20343353	+	5610.0	1	Dsg1a|DG1|DGI|Dsg1|dsg1-alpha|-|18 A2|18 11.29 cM|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NR_029550	chr12	109595327	109595388	+	61.0	1	Mir136|Mirn136|mir-136|mmu-mir-136|-|12|12 F1|ncRNA	0.00	0.00	0.00	0.00	0	1	1
NM_009514	chr10	75948312	75949646	+	598.0	1	Vpreb3|8HS-20|AI528709|Vpreb-3|-|10|10 C1|protein-coding	1.04	0.00	2.94	4.20	2.58043965348331	0.0735804760537563	0.703709221577171
NM_183216	chr19	44333326	44346743	+	3064.0	1	Scd4|ACOD4|-|19|19 C3|protein-coding	8.31	5.63	5.88	4.20	-0.427276941249973	0.55298250374926	1
NM_028057	chr1	134405990	134411738	+	1615.0	1	Cyb5r1|1500005G05Rik|B5R.1|C80155|Nqo3a2|-|1|1 E4|protein-coding	1283.52	1284.29	1317.36	1305.11	0.0414179701155595	0.467414210302155	1
NR_033145	chr8	84815405	84832265	-	1223.0	1	Dand5|Cerl-2|Cerr2|Dte|GREM3|coco|-|8|8 C2|protein-coding	159.01	100.45	140.17	151.20	0.187768616858082	0.246760352693009	1
NM_173019	chr9	108991902	109032225	+	3345.0	1	Pfkfb4|C230090D14|-|9|9 F2|protein-coding	174.60	184.01	188.19	197.39	0.113084265597066	0.368196025991345	1
NM_028066	chr8	45241168	45262031	-	2229.0	1	F11|1600027G01Rik|AI503996|Cf11|FXI|PTA|-|8 B1.1|8 25.14 cM|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_024465	chr2	150832515	150904731	-	1952.0	1	Abhd12|1500011G07Rik|6330583M11Rik|AI431047|AW547313|-|2|2 G3|protein-coding	3191.66	3167.55	3415.93	3331.55	0.0967348808217917	0.0317430465152447	0.482159638508515
NM_001163276	chr10	79894707	79908938	-	3198.0	1	Med16|95kDa|A630083L04|Thrap5|Trap95|-|10|10 C1|protein-coding	1330.29	1425.12	1366.37	1394.36	0.0122512849527356	0.826306430109335	1
NM_001127188	chr4	147674225	147702631	-	2234.0	1	Zfp534|Gm13159|OTTMUSG00000010681|-|4|4 E1|protein-coding	3.12	0.94	2.94	4.20	0.817998791729682	0.555265576800855	1
NM_148946	chr7	16129826	16160511	+	4697.0	1	Slc8a2|Ncx2|-|7 A2|7 8.75 cM|protein-coding	4.16	0.00	0.00	2.10	-0.87301218330892	0.691318778471634	1
NM_007963	chr3	29951296	30013204	-	4412.0	1	Mecom|D630039M04Rik|Evi-1|Evi1|Jbo|Mds|Mds1|Mds1-Evi1|Prdm3|Znfpr1b1|-|3 A3|3 12.66 cM|protein-coding	344.01	313.56	308.76	376.94	0.0703762445721126	0.492149404759543	1
NM_016970	chr6	122270597	122282833	-	1357.0	1	Klrg1|2F1-Ag|MAFA|MAFA-L|-|6 F1|6 57.52 cM|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_001287179	chr1	136467848	136530819	+	8307.0	1	Kif14|D1Ertd367e|E130203M01|-|1 E4|1 59.8 cM|protein-coding	1658.71	1509.61	1458.51	1473.11	-0.0996734311049938	0.0748158219625052	0.707090695064583
NM_019811	chr2	155518043	155562743	+	2813.0	1	Acss2|1110017C11Rik|ACAS|Acas1|Acas2|AceCS1|Acs1|-|2|2 H1|protein-coding	412.60	417.77	454.80	466.19	0.159576615568189	0.0601452110888902	0.651559843041103
NR_030645	chr1	10708387	10865874	-	51.0	1	Mir467e|Mirn467e|-|2 A1|2|ncRNA	0.00	0.00	0.00	0.00	0	1	1
NM_001303003	chr9	109766045	109790650	-	1480.0	1	Fbxw27|1700124P09Rik|-|9|9 F2|protein-coding	0.00	0.00	0.98	0.00	2.34197687830997	0.999999999999998	1
NM_031201	chr15	75924683	75929730	-	1299.0	1	Tsta3|AI256181|FX|Tstap35b|-|15 D3|15 35.1 cM|protein-coding	2254.22	2387.40	2590.62	2401.28	0.115786156817685	0.0232125505014961	0.402238945170783
NR_138477	chr13	68582210	68592338	+	2549.0	1	Fastkd3|2310010B21Rik|AW048587|-|13|13 B3|protein-coding	822.08	761.38	757.68	773.83	-0.035855454607964	0.600117400235783	1
NM_133903	chr5	33213518	33218238	-	2229.0	1	Spon2|2310045I24Rik|AI504350|M-spondin|Mindin|Mspondin|-|5|5 B1|protein-coding	3.12	6.57	2.94	2.10	-0.91552320157959	0.312197541405275	1
NM_001289494	chr5	72695978	72752777	-	2178.0	1	Txk|A130089B16Rik|Btkl|PTK-RL-18|PTK4|Rlk|-|5 C3.2|5 38.44 cM|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_173734	chr2	120355309	120404116	-	2905.0	1	Tmem87a|A930025J12Rik|-|2|2 E5|protein-coding	1383.30	1319.03	1371.27	1259.96	-0.0257065575422478	0.655689685224537	1
NR_045614	chr7	122969058	122970459	-	1401.0	1	4930413G21Rik|-|-|7|7 F2|ncRNA	208.90	190.58	197.02	212.09	0.0464203539896824	0.715315591663826	1
NR_033541	chr15	10600293	10611651	+	3465.0	1	Gm10389|ENSMUSG00000072658|-|15 A1|15|ncRNA	80.03	92.94	82.34	92.40	0.0186708135721586	0.922604265730253	1
NM_016681	chr5	110840017	110874133	+	2230.0	1	Chek2|CHK2|Cds1|HUCDS1|Rad53|-|5|5 F|protein-coding	1491.38	1347.20	1457.53	1359.71	0.00243399149704981	0.988961741539764	1
NM_134095	chr15	81992523	82016140	-	2903.0	1	Desi1|AI427858|AI850401|D15Wsu75e|DeSI-1|Fam152b|Pppde2|-|15 E1|15 38.34 cM|protein-coding	2426.74	2639.00	2552.39	2650.12	0.0479979694369969	0.333660441572672	1
NM_001166837	chr7	20811221	20812186	-	964.0	1	Vmn1r114|ENSMUSG00000074323|Gm10669|-|7|7 A3|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_001081412	chr10	75060896	75184923	+	6512.0	1	Bcr|5133400C09Rik|AI561783|AI853148|mKIAA3017|-|10 C1|10 38.49 cM|protein-coding	1504.89	1490.83	1441.85	1509.86	-0.0108227793245209	0.852241124929894	1
NR_040659	chr4	82065380	82102807	+	1075.0	1	Gm5860|EG545641|-|4|4 C3|ncRNA	0.00	0.00	0.00	0.00	0	1	1
NM_026557	chr5	91948842	91963068	-	2018.0	1	Rchy1|ARNIP|CHIMP|Pirh2|Zfp363|Znf363|-|5|5 E2|protein-coding	1398.89	1421.36	1341.87	1336.61	-0.06371547554169	0.253618325552839	1
NM_001128510	chr9	36475638	36477180	+	296.0	1	Gm9513|Pate-P|Pate11|-|9 A4|9|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_183256	chr15	99725618	99728136	+	719.0	1	Cox14|2310016M24Rik|AA959804|-|15|15 F1|protein-coding	2538.99	2566.71	2672.95	2379.23	-0.0034503994240294	0.945672335671958	1
NR_045199	chr6	52214492	52215288	-	796.0	1	Mira|-|-|6 B3|6|ncRNA	69.63	80.74	64.69	55.65	-0.311182901045386	0.119362227475525	0.876096612493857
NM_001033668	chr14	31260375	31323896	-	12792.0	1	Dnah1|B230373P09Rik|Dnahc1|E030034C22Rik|MDHC7|-|14 B|14 19.1 cM|protein-coding	5.20	1.88	1.96	3.15	-0.418409007427541	0.778458920398137	1
NM_001014996	chr14	56526761	56571846	-	4344.0	1	Cenpj|4932437H03Rik|CPAP|Gm81|LAP|LIP1|Sas4|-|14|14 C3|protein-coding	693.21	635.58	765.52	674.08	0.129965798422167	0.0880894714679959	0.762566500759675
NM_011432	chr17	27840087	27851967	+	752.0	1	Snrpc|Snrp1c|U1-C|U1C|-|17|17 A3.3|protein-coding	664.11	687.21	667.50	679.33	0.00505857323014849	0.948785107512057	1
NR_030571	chr11	86415844	86520291	+	41.0	1	Mir467c|Mirn467c|mir-467c|-|2 A1|2|ncRNA	0.00	0.00	0.00	0.00	0	1	1
NM_001085548	chr11	99785200	99786257	+	1055.0	1	Krtap4-9|OTTMUSG00000002198|-|11 D|11|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_019984	chr14	55700009	55713088	-	2784.0	1	Tgm1|2310004J08Rik|Tgase1|-|14|14 C3|protein-coding	0.00	0.94	3.92	2.10	2.36617067742433	0.129117503326423	0.893365151455697
NM_199148	chr13	60781887	60786364	-	1338.0	1	BC051665|-|-|13|13 B2|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_001164614	chr9	21927471	21935872	+	1530.0	1	Ccdc159|2510048L02Rik|-|9|9 A3|protein-coding	64.44	61.96	76.45	64.05	0.168115231236668	0.431620297197228	1
NM_001294149	chr1	93015455	93101874	-	8220.0	1	Kif1a|ATSV|C630002N23Rik|Gm1626|Kns1|-|1|1 D|protein-coding	1.04	3.76	0.98	1.05	-1.17473613037323	0.458475858811702	1
NM_001024927	chr11	72047528	72135889	-	6644.0	1	Pitpnm3|A330068P14Rik|AI848332|Ackr6|Gm880|-|11|11 B4|protein-coding	1.04	0.94	1.96	3.15	1.26906983872375	0.458008905755214	1
NM_011680	chr7	30945248	30956803	-	2407.0	1	Usf2|Usf-2|bHLHb12|-|7 B1|7 19.27 cM|protein-coding	1865.53	1857.91	1849.60	1834.30	-0.00430689923394229	0.937363454426081	1
NM_010923	chr2	157560078	157562525	+	1243.0	1	Nnat|5730414I02Rik|AW107673|Peg5|-|2 78.4 cM|2 H1|protein-coding	7.28	15.02	8.82	12.60	-0.0757931219405843	1	1
NM_009653	chrX	150547417	150570622	+	1966.0	1	Alas2|ALAS|ALAS-E|ALASE|Alas-2|-|X F3|X 68.46 cM|protein-coding	3.12	5.63	1.96	2.10	-1.07276314055492	0.275527974370597	1
NM_001347657	chr7	126945987	126949581	-	1644.0	1	Asphd1|A830007L07Rik|Gm168|-|7|7 F3|protein-coding	16.63	4.69	6.86	7.35	-0.534084473793664	0.351981471790529	1
NR_106050	chr9	21075497	21075588	-	91.0	1	Mir7082|Gm27933|mmu-mir-7082|-|9|9 A3|ncRNA	45.73	51.63	29.41	33.60	-0.621802844540343	0.0142796488721722	0.308165496532132
NM_008409	chrX	107397195	107403360	-	1624.0	1	Itm2a|AW108051|Bricd2a|E25|Itm2|-|X|X D|protein-coding	174.60	156.78	160.75	171.14	0.014978098760407	0.918458598448551	1
NR_040372	chr2	156609198	156613422	-	2523.0	1	Gm14169|OTTMUSG00000015869|-|2 H1|2 77.54 cM|ncRNA	0.00	0.00	0.00	0.00	0	1	1
NM_013917	chr11	43420248	43425981	-	1684.0	1	Pttg1|AW555095|C87862|Pttg|Pttg3|-|11|11 B1.1|protein-coding	590.32	537.94	581.25	614.23	0.0956821123395267	0.22092323390559	1
NM_133851	chr2	119618298	119650160	+	2947.0	1	Nusap1|2610201A12Rik|AI481307|ANKT|AW547774|BB165529|BM037|LNP|NuSAP|Q0310|SAPL|-|2|2 E5|protein-coding	2848.70	2671.86	2602.38	2438.03	-0.118985272224269	0.0160695034302596	0.328034447311381
NM_027603	chr5	7304164	7311491	+	1041.0	1	4921511H03Rik|-|-|5|5 A1|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NR_130338	chr2	10474215	10474304	+	88.3	6	Mir466b-6|mmu-mir-466b-6|-|2 A1|2 8.22 cM|ncRNA	0.00	0.00	0.00	0.00	0	1	1
NM_175514	chr2	83812728	83881358	+	3384.0	1	Fam171b|D430039N05Rik|-|2|2 D|protein-coding	102.89	119.23	79.39	116.55	-0.180552919215165	0.3200049225714	1
NM_008995	chr6	124396816	124415067	-	3130.0	1	Pex5|AW212715|ESTM1|PTS1R|Pxr1|X83306|-|6 F2|6 59.15 cM|protein-coding	1841.62	2005.30	1892.73	1902.54	-0.00988219677451923	0.866274219522354	1
NM_007624	chr6	51470616	51483704	+	1795.0	1	Cbx3|HP1g|M32|-|6 B3|6 24.89 cM|protein-coding	446.89	462.83	388.15	442.04	-0.123948420412628	0.16459709572033	0.991716867947083
NR_110510	chr8	25548673	25556083	-	930.0	1	Gm16159|OTTMUSG00000031030|-|8 A2|8 14.17 cM|ncRNA	2.08	0.00	0.00	2.10	0.0444562507713833	1	1
NM_023395	chr8	119666365	119688020	+	1160.0	1	Wfdc1|2310058A03Rik|ps20|-|8|8 E1|protein-coding	123.68	81.68	78.41	93.45	-0.238419676556676	0.181194069543749	1
NM_001163564	chr8	66860217	66890564	+	2980.0	1	Naf1|Gm174|-|8|8 B3.1|protein-coding	644.36	661.86	633.20	669.88	0.00594431142213156	0.938105769879448	1
NM_133809	chr1	175632193	175660853	+	2481.0	1	Kmo|AI046660|-|1|1 H3|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_134231	chr7	26611119	26612078	-	958.0	1	Vmn1r185|V1re12|-|7|7 A3|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_009096	chr4	86854099	86857367	-	1387.0	1	Rps6|S6R|-|4|4 C4|protein-coding	310.75	344.54	320.52	335.99	0.0101526061778958	0.927014399081795	1
NM_001032298	chr3	88377736	88378701	-	467.0	1	Bglap2|BGP2|Bglap1|Bgp|Og2|mOC-B|-|3 F1|3 38.81 cM|protein-coding	33.26	39.43	50.97	39.90	0.331652318971136	0.190861267746522	1
NM_175201	chr4	44126212	44167538	-	4976.0	1	Rnf38|1700065B19Rik|2610202O07Rik|AA673263|Oip1|-|4|4 B1|protein-coding	1603.63	1574.39	1486.93	1552.90	-0.0533999687650671	0.325139751916978	1
NM_199021	chr1	123332138	124045559	-	4602.0	1	Dpp10|6430601K09Rik|DPP X|Dprp3|-|1|1 E2.3|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_020604	chr1	16994940	17097889	-	4800.0	1	Jph1|ENSMUSG00000054314|JP-1|Jp1|-|1|1 A3|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_029075	chr10	12939983	12964259	-	2391.0	1	Stx11|5830405C08Rik|-|10|10 A2|protein-coding	181.88	171.80	204.86	180.59	0.138868546994724	0.278537776971724	1
NM_010419	chr4	154960923	154962371	+	1268.0	1	Hes5|bHLHb38|-|4 E2|4 86.01 cM|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NR_106139	chr2	94241378	94241442	+	64.0	1	Mir129b|mmu-mir-129b|-|2|2 E1|ncRNA	0.00	0.00	0.00	0.00	0	1	1
NR_029656	chr13	48536012	48536114	-	102.0	1	Mirlet7d|Mirnlet7d|let-7d|mmu-let-7d|-|13|13 A5|ncRNA	1.04	0.00	0.98	0.00	0.0394866752533837	1	1
NM_011951	chr17	28691342	28748405	+	3534.0	1	Mapk14|CSBP2|Crk1|Csbp1|Mxi2|PRKM14|PRKM15|p38|p38-alpha|p38MAPK|p38a|p38alpha|-|17 A3.3|17 14.85 cM|protein-coding	7026.64	6801.69	6766.19	7057.89	0.0105351283439096	0.803604246121999	1
NM_028207	chr11	101971144	101984791	-	4198.0	1	Dusp3|2210015O03Rik|5031436O03Rik|T-DSP11|VHR|-|11|11 D|protein-coding	5075.89	4839.58	4752.89	4876.06	-0.0310849798053988	0.473564266139601	1
NM_010643	chr7	44188236	44192451	+	867.0	1	Klk1b24|Klk24|mGk-24|-|7 B3|7 28.7 cM|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_007526	chr13	48663036	48666507	+	1355.0	1	Barx1|-|-|13 A5|13 24.9 cM|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_001011525	chr1	92490818	92491753	-	934.0	1	Olfr1415|MOR103-12|-|1|1 D|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NR_104577	chr6	108577036	108660934	-	1730.0	1	0610040F04Rik|-|-|6|6 E1-E2|ncRNA	103.93	111.72	99.98	112.35	-0.0159703440599641	0.965381348453328	1
NM_138656	chr8	122433596	122443422	-	1749.0	1	Mvd|C78718|Mpd|-|8|8 E1|protein-coding	1038.25	1080.57	1292.86	1205.36	0.248617993481784	3.83774630830692e-05	0.00289743942052083
NR_029908	chr1	185313581	185313691	+	110.0	1	Mir215|Mirn215|mir-215|mmu-mir-215|-|1|1 H5|ncRNA	1.04	0.00	3.92	0.00	1.80737004846506	0.379946574141059	1
NM_146653	chr6	43201646	43202587	+	940.0	1	Olfr435|MOR261-5|-|6|6 B2.1|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_001033539	chr16	32179800	32186944	+	978.0	1	Bex6|B020003O03Rik|-|16|16 B2|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_001034037	chr14	32376502	32388373	-	393.0	1	1700024G13Rik|C10orf53|-|14|14 B|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NR_110365	chr7	90029159	90049071	+	811.0	1	E230029C05Rik|AI452102|B230337J15|-|7|7 D3|ncRNA	0.00	0.00	0.00	0.00	0	1	1
NM_025634	chr16	21152659	21153944	-	1283.0	1	Teddm3|2310042E22Rik|-|16|16 B1|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NR_144493	chr14	17105558	17106286	+	728.0	1	Pou5f1-rs6|Gm18927|Oct4P3|Otf3-rs6|Otf3f|-|14|14 A2|pseudo	0.00	0.00	0.00	0.00	0	1	1
NM_033578	chr18	37742094	37841872	+	4677.0	1	Pcdhgb6|-|-|18|18 B3|protein-coding	2042.21	2004.36	2115.23	2144.04	0.0849884873848197	0.0864109597547453	0.755369995365757
NM_033218	chr15	82147269	82204960	+	4549.0	1	Srebf2|AI608257|SREBP-2|SREBP2|SREBP2gc|bHLHd2|lop13|nuc|-|15|15 E1|protein-coding	7164.87	7025.13	7484.66	7383.38	0.0784954791763829	0.0550459846115446	0.628130530001009
NM_009435	chr16	17894203	17895653	+	1448.0	1	Tssk1|Stk22a|TSK-1|Tsk1|Tssk|Tssk1b|-|16 A3|16 11.09 cM|protein-coding	5.20	2.82	0.98	2.10	-1.29691731875818	0.234024545833831	1
NR_015515	chr13	99410836	99412826	-	1719.0	1	6430562O15Rik|-|-|13|13 D1|ncRNA	304.51	330.46	294.05	331.79	-0.014088330109581	0.925975036984552	1
NM_198657	chr3	37714190	37724360	-	1210.0	1	Gm5148|EG381438|-|3 B|3|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_021334	chr7	128129568	128150657	+	3993.0	1	Itgax|AI449405|Cd11c|Cr4|N418|-|7|7 F3|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_001290711	chr11	44618100	45008096	+	5304.0	1	Ebf1|Ebf|O/E-1|OE-1|Olf-1|Olf1|-|11 B1.1|11 26.45 cM|protein-coding	3.12	0.94	0.00	3.15	-0.340093937201839	1	1
NM_153565	chr4	106442334	106464325	-	3498.0	1	Pcsk9|AI415265|AI747682|FH3|HCHOLA3|Narc1|PC9|-|4|4 C7|protein-coding	95.61	84.49	107.82	99.75	0.220662030243361	0.198456156013815	1
NM_001301353	chr16	31296192	31314808	-	2062.0	1	Apod|-|-|16 B2|16 21.41 cM|protein-coding	31.18	42.25	44.11	56.70	0.452235285551691	0.0605625842142729	0.652551316518838
NM_001159968	chr1	156804166	156939626	-	6866.0	1	Ralgps2|1810020P17Rik|2210408F11Rik|4921528G01Rik|9130014M22Rik|AU043409|AW046161|-|1|1 G3|protein-coding	89.38	82.62	111.74	135.45	0.532215478944167	0.00110115710066117	0.0518600609960136
NR_105846	chr5	137529480	137529594	-	114.0	1	Mir6418|Gm27629|mir-6418|mmu-mir-6418|-|5|5 G2|ncRNA	241.12	223.44	242.10	208.94	-0.0269934015057817	0.823375758641756	1
NM_001033170	chr7	45721220	45729492	+	2893.0	1	Fam83e|4930403C10Rik|-|7|7 B3|protein-coding	14.55	6.57	9.80	5.25	-0.434149071518783	0.434687788515439	1
NM_001159376	chr2	152940995	152951582	-	3112.0	1	Dusp15|AI851682|LMW-DSP10|T-DSP10|-|2|2 H1|protein-coding	27.02	24.41	17.64	17.85	-0.518030949562181	0.149147120927645	0.952530688756279
NM_147101	chr7	102554286	102555236	+	949.0	1	Olfr549|MOR31-3|-|7|7 E3|protein-coding	0.00	0.94	0.00	0.00	-2.3015270447825	0.999999999999998	1
NM_134015	chr11	32642555	32746814	+	4321.0	1	Fbxw11|2310065A07Rik|AA536858|BTRC2|BTRCP2|Fbxw1b|HOS|-|11|11 A4|protein-coding	3779.90	3768.39	3712.92	3779.89	0.000196466014511142	0.998852761242737	1
NR_046077	chr7	129962165	129978669	+	670.0	1	Gm4265|-|-|7 F3|7|ncRNA	0.00	0.00	0.00	0.00	0	1	1
NM_016860	chr19	46376814	46395735	-	2729.0	1	Actr1a|Arp1|alpha-Arp1|-|19|19 C3|protein-coding	4192.50	4262.21	4205.95	4363.67	0.0300003153139805	0.490595027283465	1
NR_045781	chr15	100730505	100732737	-	957.0	1	I730030J21Rik|-|-|15 F1|15|ncRNA	27.02	29.10	29.41	26.25	-0.00113614638733271	1	1
